"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"02/12/2019","177.09","181.11","181.62","177.01","14.71K","-2.22%"
"29/11/2019","181.11","181.48","182.16","180.69","9.31K","-0.24%"
"28/11/2019","181.55","183.17","184.41","180.90","9.74K","-0.91%"
"27/11/2019","183.21","183.58","184.42","183.10","6.94K","-0.34%"
"26/11/2019","183.84","183.05","184.46","182.91","9.18K","0.41%"
"25/11/2019","183.09","183.08","184.18","182.40","9.48K","-0.02%"
"22/11/2019","183.12","185.99","186.61","182.60","14.61K","-1.50%"
"21/11/2019","185.91","184.42","187.13","184.12","9.94K","-0.36%"
"20/11/2019","186.59","187.28","187.28","185.85","9.28K","-0.14%"
"19/11/2019","186.86","186.24","187.33","185.67","7.71K","0.33%"
"18/11/2019","186.24","187.44","188.80","186.07","9.26K","-0.68%"
"15/11/2019","187.51","187.48","188.36","186.78","11.29K","0.02%"
"14/11/2019","187.48","188.97","189.40","187.26","11.18K","-0.79%"
"13/11/2019","188.97","189.79","190.94","188.38","15.55K","-0.43%"
"12/11/2019","189.79","189.20","190.28","188.88","12.88K","0.31%"
"11/11/2019","189.20","190.43","190.82","188.42","12.34K","-0.67%"
"08/11/2019","190.47","190.19","191.25","189.89","14.36K","0.33%"
"07/11/2019","189.85","189.08","189.95","188.31","11.74K","0.41%"
"06/11/2019","189.08","189.37","190.20","188.60","10.82K","-0.15%"
"05/11/2019","189.37","187.72","189.37","187.70","18.18K","0.88%"
"04/11/2019","187.72","186.28","188.48","186.23","16.69K","0.78%"
"01/11/2019","186.27","185.29","187.11","184.83","12.82K","0.53%"
"31/10/2019","185.29","186.13","187.27","184.84","12.85K","-0.39%"
"30/10/2019","186.01","185.07","186.52","184.31","14.85K","0.58%"
"29/10/2019","184.94","186.41","186.85","184.32","7.15K","-0.55%"
"28/10/2019","185.97","185.41","187.56","185.22","10.93K","0.30%"
"25/10/2019","185.42","185.35","186.06","184.58","10.47K","0.18%"
"24/10/2019","185.09","184.01","185.28","183.89","6.52K","0.59%"
"23/10/2019","184.01","185.19","185.59","183.42","9.25K","-0.64%"
"22/10/2019","185.19","184.44","185.31","184.08","9.66K","0.41%"
"21/10/2019","184.44","186.26","186.35","184.12","15.89K","-0.99%"
"18/10/2019","186.28","187.97","188.22","185.59","12.56K","-0.90%"
"17/10/2019","187.97","188.30","188.30","186.27","9.22K","-0.04%"
"16/10/2019","188.05","189.03","189.69","187.87","15.15K","-0.23%"
"15/10/2019","188.49","188.01","188.81","187.02","10.65K","0.26%"
"14/10/2019","188.01","188.86","190.35","187.93","16.99K","-0.32%"
"11/10/2019","188.61","188.08","188.72","187.43","9.42K","0.28%"
"10/10/2019","188.08","187.61","189.48","187.08","13.82K","0.25%"
"09/10/2019","187.61","186.67","188.41","186.60","12.93K","0.50%"
"08/10/2019","186.67","187.40","187.44","185.51","12.37K","-0.40%"
"07/10/2019","187.42","191.21","191.21","186.96","11.05K","-2.02%"
"04/10/2019","191.28","192.27","192.64","190.76","10.26K","-0.50%"
"03/10/2019","192.24","191.47","192.24","189.58","9.85K","0.40%"
"02/10/2019","191.47","192.18","192.87","191.42","10.84K","-0.49%"
"01/10/2019","192.42","191.08","192.42","190.53","12.03K","0.70%"
"30/09/2019","191.08","192.12","193.66","190.80","12.61K","-0.54%"
"27/09/2019","192.12","195.09","195.09","191.85","12.54K","-0.44%"
"26/09/2019","192.96","190.97","193.08","190.87","15.97K","1.04%"
"25/09/2019","190.97","189.94","190.97","189.01","10.65K","0.54%"
"24/09/2019","189.94","190.76","191.21","189.35","11.46K","-0.43%"
"23/09/2019","190.76","189.72","192.17","189.57","13.58K","0.54%"
"20/09/2019","189.73","190.31","193.24","189.55","13.50K","-0.30%"
"19/09/2019","190.31","186.72","190.31","186.55","16.74K","1.85%"
"18/09/2019","186.85","186.83","188.22","185.63","10.07K","-0.11%"
"17/09/2019","187.06","186.92","187.49","186.08","12.73K","0.28%"
"16/09/2019","186.54","184.82","186.97","184.82","14.43K","0.86%"
"13/09/2019","184.95","182.77","185.15","182.77","12.61K","1.20%"
"12/09/2019","182.76","181.20","183.34","180.77","10.38K","0.86%"
"11/09/2019","181.20","180.25","181.20","178.58","10.87K","0.28%"
"10/09/2019","180.69","183.42","183.77","179.13","17.05K","-1.49%"
"09/09/2019","183.42","181.76","184.72","181.38","6.99K","-0.49%"
"06/09/2019","184.32","184.04","185.16","183.51","7.01K","0.18%"
"05/09/2019","183.99","184.13","185.44","183.46","7.82K","-0.08%"
"04/09/2019","184.13","185.05","185.55","183.07","14.59K","-0.52%"
"03/09/2019","185.10","188.78","189.77","185.10","11.67K","-1.72%"
"30/08/2019","188.34","188.77","190.15","188.30","10.87K","-0.09%"
"29/08/2019","188.51","189.27","190.12","188.09","8.38K","-0.31%"
"28/08/2019","189.09","189.46","190.38","189.09","9.82K","-0.36%"
"27/08/2019","189.77","189.83","191.25","189.02","13.00K","-0.02%"
"26/08/2019","189.81","190.85","190.85","188.34","14.03K","-0.54%"
"23/08/2019","190.85","190.73","191.52","189.89","13.14K","0.06%"
"22/08/2019","190.73","190.98","192.62","190.58","13.08K","-0.36%"
"21/08/2019","191.42","191.55","192.72","190.87","19.89K","-0.03%"
"20/08/2019","191.48","190.90","192.03","190.23","15.73K","0.30%"
"19/08/2019","190.90","190.27","192.37","190.05","10.02K","0.33%"
"16/08/2019","190.27","188.95","191.57","188.95","14.29K","0.71%"
"15/08/2019","188.92","189.30","189.30","186.00","12.73K","-0.20%"
"14/08/2019","189.30","189.23","191.41","188.53","13.32K","0.04%"
"13/08/2019","189.23","190.69","190.88","187.96","11.79K","-0.77%"
"12/08/2019","190.69","190.89","192.23","190.24","12.43K","-0.10%"
"09/08/2019","190.89","190.69","192.54","189.92","14.46K","0.10%"
"08/08/2019","190.69","187.45","191.60","186.69","12.56K","1.05%"
"07/08/2019","188.71","188.18","190.59","187.66","11.91K","0.28%"
"06/08/2019","188.18","188.89","190.65","186.71","20.91K","-1.36%"
"05/08/2019","190.78","192.19","192.28","189.81","18.06K","-0.73%"
"02/08/2019","192.19","191.38","192.43","188.56","13.49K","0.44%"
"01/08/2019","191.35","191.58","192.37","190.47","12.39K","-0.12%"
"31/07/2019","191.58","190.57","191.58","189.23","22.13K","0.53%"
"30/07/2019","190.57","193.01","194.21","190.57","15.36K","-1.26%"
"29/07/2019","193.01","195.29","195.82","192.07","13.12K","-1.29%"
"26/07/2019","195.54","196.19","196.96","194.43","13.76K","-0.33%"
"25/07/2019","196.19","195.17","196.63","195.17","15.25K","0.39%"
"24/07/2019","195.42","195.69","197.81","195.08","19.77K","-0.08%"
"23/07/2019","195.57","195.00","195.94","194.81","15.40K","0.29%"
"22/07/2019","195.00","198.86","198.86","193.75","15.36K","-0.45%"
"19/07/2019","195.89","196.81","197.07","195.18","19.33K","0.12%"
"18/07/2019","195.66","196.15","196.68","194.76","18.41K","-0.31%"
"17/07/2019","196.27","195.08","197.37","194.84","23.22K","0.50%"
"16/07/2019","195.30","194.57","195.71","194.50","15.84K","0.59%"
"15/07/2019","194.16","194.52","195.42","194.10","12.64K","-0.12%"
"12/07/2019","194.40","193.93","195.60","193.93","17.53K","0.24%"
"11/07/2019","193.93","192.43","194.66","192.43","15.17K","0.78%"
"10/07/2019","192.43","191.27","192.80","191.27","14.68K","0.61%"
"09/07/2019","191.27","188.89","191.58","188.04","10.40K","0.94%"
"08/07/2019","189.48","190.77","191.06","188.80","9.38K","-0.68%"
"05/07/2019","190.77","190.67","191.90","190.44","8.89K","0.05%"
"04/07/2019","190.67","189.58","191.50","189.44","12.20K","0.57%"
"03/07/2019","189.58","188.39","190.53","188.21","9.74K","0.82%"
"02/07/2019","188.04","189.72","189.72","187.88","15.75K","-0.67%"
"01/07/2019","189.31","188.81","190.11","188.56","12.74K","0.53%"
"28/06/2019","188.31","186.74","188.31","185.18","14.13K","0.84%"
"27/06/2019","186.74","188.57","189.14","185.86","18.32K","-0.97%"
"26/06/2019","188.57","188.80","189.59","188.26","13.27K","-0.08%"
"25/06/2019","188.73","189.98","190.22","188.27","13.59K","-0.65%"
"24/06/2019","189.96","190.56","191.38","189.77","12.23K","-0.31%"
"21/06/2019","190.56","191.25","192.36","190.03","12.95K","-0.40%"
"20/06/2019","191.32","188.92","191.34","187.67","13.08K","1.27%"
"19/06/2019","188.92","189.43","189.63","187.94","10.84K","-0.17%"
"18/06/2019","189.24","188.58","189.24","187.84","10.55K","0.35%"
"17/06/2019","188.58","188.35","189.67","187.53","11.31K","0.16%"
"14/06/2019","188.27","189.21","190.36","188.27","9.42K","-0.47%"
"13/06/2019","189.15","189.36","190.00","188.60","9.75K","-0.11%"
"12/06/2019","189.36","190.42","190.47","188.85","9.04K","-0.56%"
"11/06/2019","190.42","190.45","191.47","189.61","10.29K","-0.19%"
"10/06/2019","190.79","191.19","193.07","190.63","8.67K","-0.21%"
"07/06/2019","191.19","187.18","191.21","187.18","12.05K","2.18%"
"06/06/2019","187.11","187.41","187.70","185.79","9.70K","-0.16%"
"05/06/2019","187.41","187.31","189.40","186.60","10.29K","0.02%"
"04/06/2019","187.37","187.08","188.47","186.43","10.27K","0.19%"
"03/06/2019","187.02","190.45","190.46","186.29","17.67K","-1.59%"
"31/05/2019","190.04","193.25","193.37","189.75","15.21K","-1.66%"
"30/05/2019","193.25","193.20","194.18","191.85","10.88K","0.03%"
"29/05/2019","193.20","193.81","194.53","192.55","13.79K","-0.31%"
"28/05/2019","193.81","193.63","194.61","192.89","14.00K","0.03%"
"27/05/2019","193.75","193.10","194.21","193.03","9.98K","0.28%"
"24/05/2019","193.20","196.05","196.05","192.94","20.44K","-1.21%"
"23/05/2019","195.57","194.59","195.57","193.38","18.51K","0.50%"
"22/05/2019","194.59","195.80","196.66","194.22","24.30K","-0.62%"
"21/05/2019","195.80","196.89","197.86","195.60","13.80K","-0.52%"
"20/05/2019","196.82","195.07","197.79","194.65","16.49K","0.90%"
"17/05/2019","195.07","195.78","197.07","195.01","19.19K","-0.36%"
"16/05/2019","195.78","196.43","197.55","195.73","14.41K","-0.33%"
"15/05/2019","196.43","194.74","197.38","194.74","17.58K","0.62%"
"14/05/2019","195.21","193.53","195.37","192.50","20.51K","0.87%"
"13/05/2019","193.53","194.06","194.76","193.40","16.91K","-0.21%"
"10/05/2019","193.94","192.15","194.53","192.08","12.46K","0.95%"
"09/05/2019","192.12","193.55","193.99","191.45","9.93K","-0.74%"
"08/05/2019","193.55","193.31","194.06","191.66","13.92K","0.12%"
"07/05/2019","193.31","192.12","194.23","191.73","14.66K","0.82%"
"06/05/2019","191.73","195.09","195.09","190.99","21.45K","-1.72%"
"03/05/2019","195.09","195.83","196.51","194.66","10.20K","-0.50%"
"02/05/2019","196.07","195.22","197.35","195.16","18.58K","0.19%"
"26/04/2019","195.70","191.73","196.17","191.73","11.14K","0.65%"
"25/04/2019","194.44","195.00","195.98","194.20","9.99K","-0.29%"
"24/04/2019","195.00","193.61","195.57","193.49","16.82K","0.72%"
"23/04/2019","193.61","192.85","194.24","192.35","11.96K","0.51%"
"22/04/2019","192.63","191.51","193.50","190.93","14.18K","0.50%"
"19/04/2019","191.68","190.96","192.82","190.94","8.28K","0.23%"
"18/04/2019","191.24","193.56","194.01","190.30","15.62K","-1.00%"
"17/04/2019","193.17","195.57","196.59","193.16","13.80K","-1.23%"
"16/04/2019","195.57","196.92","196.92","193.93","15.71K","-0.69%"
"12/04/2019","196.93","196.12","197.00","195.10","11.74K","0.41%"
"11/04/2019","196.12","196.42","197.33","195.73","10.21K","-0.15%"
"10/04/2019","196.41","196.16","197.35","194.32","16.71K","0.11%"
"09/04/2019","196.19","200.08","200.86","196.19","21.59K","-1.94%"
"08/04/2019","200.08","198.06","200.29","197.77","23.24K","1.02%"
"05/04/2019","198.06","196.59","198.28","196.28","12.86K","0.75%"
"04/04/2019","196.59","196.11","197.17","195.68","16.74K","0.31%"
"03/04/2019","195.99","196.11","196.43","194.86","17.55K","0.06%"
"02/04/2019","195.88","196.35","198.12","195.02","15.04K","-0.24%"
"01/04/2019","196.35","194.97","196.68","194.92","12.67K","0.83%"
"29/03/2019","194.74","194.85","196.90","194.57","16.77K","-0.06%"
"28/03/2019","194.85","196.46","196.46","194.29","15.55K","-0.63%"
"27/03/2019","196.08","196.06","196.92","194.36","13.18K","0.94%"
"26/03/2019","194.25","193.45","195.88","193.45","14.58K","0.41%"
"25/03/2019","193.45","197.37","197.37","192.49","25.68K","-2.18%"
"22/03/2019","197.76","197.20","198.14","196.26","17.11K","0.28%"
"21/03/2019","197.20","201.16","202.77","197.20","22.48K","-1.97%"
"20/03/2019","201.16","201.28","201.75","198.68","22.25K","-0.28%"
"19/03/2019","201.73","202.09","203.90","201.04","31.22K","-0.18%"
"18/03/2019","202.09","201.90","204.19","201.40","21.93K","0.09%"
"15/03/2019","201.90","201.41","202.77","200.86","23.56K","0.29%"
"14/03/2019","201.32","201.19","202.88","200.85","24.60K","0.12%"
"13/03/2019","201.08","201.98","204.01","200.96","34.56K","-0.45%"
"12/03/2019","201.98","199.07","201.98","199.07","30.13K","1.46%"
"11/03/2019","199.07","199.14","200.64","197.54","16.47K","-0.04%"
"08/03/2019","199.14","200.96","201.27","198.89","20.67K","-0.93%"
"07/03/2019","201.01","200.79","203.30","200.65","40.04K","0.11%"
"06/03/2019","200.79","200.63","201.64","199.35","24.63K","0.22%"
"05/03/2019","200.35","200.81","203.10","199.70","29.18K","-0.42%"
"04/03/2019","201.20","201.26","201.58","197.69","27.42K","1.58%"
"01/03/2019","198.08","194.34","198.08","194.04","15.56K","1.99%"
"28/02/2019","194.22","198.04","199.14","194.01","26.55K","-1.91%"
"27/02/2019","198.01","197.49","199.28","196.89","21.49K","0.17%"
"26/02/2019","197.68","196.29","197.98","195.73","24.99K","0.71%"
"25/02/2019","196.29","194.80","197.75","194.27","22.44K","0.76%"
"22/02/2019","194.80","194.32","195.30","193.06","21.92K","0.45%"
"21/02/2019","193.93","193.16","194.83","193.16","20.15K","0.39%"
"20/02/2019","193.17","193.03","194.22","191.02","17.37K","0.07%"
"19/02/2019","193.03","195.13","196.14","192.93","25.15K","-1.08%"
"18/02/2019","195.13","193.13","195.71","192.92","23.95K","1.04%"
"15/02/2019","193.13","193.84","194.44","192.84","20.45K","-0.37%"
"14/02/2019","193.84","193.89","194.63","193.04","23.15K","-0.03%"
"13/02/2019","193.89","192.70","194.30","191.62","20.95K","0.68%"
"12/02/2019","192.59","190.49","192.90","190.19","22.53K","0.62%"
"11/02/2019","191.41","186.74","191.41","186.74","20.98K","2.29%"
"01/02/2019","187.12","186.33","187.17","185.59","7.33K","0.42%"
"31/01/2019","186.33","185.91","187.43","185.64","12.80K","0.03%"
"30/01/2019","186.27","185.90","187.76","185.24","14.06K","0.20%"
"29/01/2019","185.90","185.65","185.90","183.95","12.34K","0.13%"
"28/01/2019","185.65","186.21","186.97","184.52","16.62K","-0.10%"
"25/01/2019","185.84","186.04","187.00","184.96","9.83K","0.19%"
"24/01/2019","185.48","185.43","187.01","184.90","16.13K","0.13%"
"23/01/2019","185.23","184.35","185.74","183.95","9.81K","0.41%"
"22/01/2019","184.47","186.49","187.06","184.40","12.96K","-1.08%"
"21/01/2019","186.49","182.92","186.57","182.66","22.11K","1.95%"
"18/01/2019","182.92","182.84","183.86","182.18","14.94K","0.25%"
"17/01/2019","182.47","183.19","184.30","182.46","8.99K","-0.39%"
"16/01/2019","183.19","184.57","185.51","183.19","10.30K","-0.75%"
"15/01/2019","184.57","182.42","185.10","179.87","13.28K","1.18%"
"14/01/2019","182.42","182.63","184.27","182.03","15.06K","-0.05%"
"11/01/2019","182.52","182.27","183.75","182.21","12.63K","0.14%"
"10/01/2019","182.27","183.55","184.31","181.80","13.81K","-0.70%"
"09/01/2019","183.55","182.52","184.46","182.41","17.86K","0.77%"
"08/01/2019","182.15","183.54","186.07","181.80","13.59K","-0.76%"
"07/01/2019","183.54","180.58","183.77","180.26","13.72K","1.69%"
"04/01/2019","180.49","179.78","181.55","176.62","17.07K","0.52%"
"03/01/2019","179.55","179.49","182.92","178.35","20.32K","-1.45%"
"02/01/2019","182.20","185.98","186.80","181.70","13.43K","-1.84%"
"28/12/2018","185.61","186.74","188.22","184.96","15.42K","-0.61%"
"27/12/2018","186.74","185.45","190.12","185.45","18.83K","0.90%"
"26/12/2018","185.08","183.53","187.76","183.53","15.24K","-0.57%"
"25/12/2018","186.15","189.00","189.00","182.15","27.38K","-1.51%"
"24/12/2018","189.00","192.28","193.98","189.00","26.19K","-1.71%"
"21/12/2018","192.28","191.08","192.54","189.25","20.13K","0.68%"
"20/12/2018","190.98","189.50","191.84","188.46","16.65K","0.98%"
"19/12/2018","189.13","189.71","192.70","188.03","20.99K","-0.12%"
"18/12/2018","189.35","191.31","191.31","186.69","25.20K","-1.02%"
"17/12/2018","191.31","194.92","194.92","191.25","21.65K","-1.62%"
"14/12/2018","194.46","195.56","195.95","194.15","18.91K","-0.56%"
"13/12/2018","195.56","196.17","196.94","195.09","20.60K","-0.08%"
"12/12/2018","195.71","192.99","195.71","189.89","19.43K","1.55%"
"11/12/2018","192.73","190.64","194.40","188.71","19.07K","-0.37%"
"10/12/2018","193.44","194.35","195.06","193.04","19.21K","-0.47%"
"07/12/2018","194.35","193.80","195.71","193.16","22.22K","0.47%"
"06/12/2018","193.44","195.22","195.48","191.98","22.32K","-0.56%"
"05/12/2018","194.53","194.03","195.43","191.74","29.55K","0.59%"
"04/12/2018","193.38","193.21","194.74","192.72","25.04K","0.09%"
"03/12/2018","193.21","188.47","193.83","188.47","31.11K","2.51%"
"30/11/2018","188.47","185.18","188.94","185.18","17.98K","0.76%"
"29/11/2018","187.05","187.43","189.43","187.00","16.37K","-0.15%"
"28/11/2018","187.34","185.36","187.48","183.13","16.58K","1.07%"
"27/11/2018","185.36","186.71","188.76","185.25","16.16K","-0.72%"
